"","edid","year","variable","party","value"
"986","089","2011","SHURMAN","PROGRESSIVE CONSERVATIVE       ","20971"
"987","089","2011","REJECTED","REJECTED","160"
"988","089","2011","UNMARKED","UNMARKED","63"
"989","089","2011","DECLINED","DECLINED","16"
"990","089","2011","VOTER_TURNOUT","VOTER_TURNOUT","45135"
"991","089","2011","ELECTORS","ELECTORS","99517"
"992","090","2011","GILBERT","PROGRESSIVE CONSERVATIVE       ","5815"
"993","090","2011","KOZORYS","NEW DEMOCRATIC                 ","9881"
"994","090","2011","MAURO","LIBERAL                        ","10319"
"995","090","2011","MCMENEMY","INDEPENDENT","86"
"996","090","2011","MILNES","GREEN                          ","379"
"997","090","2011","REJECTED","REJECTED","59"
"998","090","2011","UNMARKED","UNMARKED","31"
"999","090","2011","DECLINED","DECLINED","8"
"1000","090","2011","VOTER_TURNOUT","VOTER_TURNOUT","26578"
"1001","090","2011","ELECTORS","ELECTORS","57027"
"1002","091","2011","GALLO","ONTARIO LIBERTARIAN PARTY","133"
"1003","091","2011","GRAVELLE","LIBERAL                        ","11765"
"1004","091","2011","KYLE","GREEN                          ","555"
"1005","091","2011","LEBLANC","PROGRESSIVE CONSERVATIVE       ","4578"
"1006","091","2011","MANTIS","NEW DEMOCRATIC                 ","9111"
"1007","091","2011","REJECTED","REJECTED","69"
"1008","091","2011","UNMARKED","UNMARKED","24"
"1009","091","2011","DECLINED","DECLINED","4"
"1010","091","2011","VOTER_TURNOUT","VOTER_TURNOUT","26239"
"1011","091","2011","ELECTORS","ELECTORS","54443"
"1012","92","2011","AULBROOK","PROGRESSIVE CONSERVATIVE       ","5337"
"1013","92","2011","BONIN","LIBERAL                        ","6532"
"1014","92","2011","COURVILLE","NORTHERN ONTARIO HERITAGE      ","391"
"1015","92","2011","DANESE","GREEN                          ","312"
"1016","92","2011","VANTHOF","NEW DEMOCRATIC                 ","12633"
"1017","92","2011","REJECTED","REJECTED","64"
"1018","92","2011","UNMARKED","UNMARKED","24"
"1019","92","2011","DECLINED","DECLINED","3"
"1020","92","2011","VOTER_TURNOUT","VOTER_TURNOUT","25296"
"1021","92","2011","ELECTORS","ELECTORS","50554"
"1022","093","2011","BISSON","NEW DEMOCRATIC                 ","11479"
"1023","093","2011","NERON","FREEDOM                        ","108"
"1024","093","2011","PLANT","GREEN                          ","233"
"1025","093","2011","RICKARD","LIBERAL                        ","2870"
"1026","093","2011","SPACEK","PROGRESSIVE CONSERVATIVE       ","8515"
"1027","093","2011","REJECTED","REJECTED","61"
"1028","093","2011","UNMARKED","UNMARKED","20"
"1029","093","2011","DECLINED","DECLINED","2"
"1030","093","2011","VOTER_TURNOUT","VOTER_TURNOUT","23288"
"1031","093","2011","ELECTORS","ELECTORS","49723"
"1032","094","2011","ABELL","PROGRESSIVE CONSERVATIVE       ","7186"
"1033","094","2011","CROWE","NEW DEMOCRATIC                 ","11571"
"1034","094","2011","DAYE","GREEN                          ","1123"
"1035","094","2011","FALARDEAU","ONTARIO LIBERTARIAN PARTY","441"
"1036","094","2011","GOODWIN","FREEDOM                        ","92"
"1037","094","2011","HOLLIDAY","COMMUNIST                      ","146"
"1038","094","2011","MURRAY","LIBERAL                        ","25236"
"1039","094","2011","ROTENBERG","VEGAN ENVIRONMENTAL PARTY","93"
"1040","094","2011","SARAZEN","PATRON                         ","29"
"1041","094","2011","YAZDANFAR","CHRISTIAN CREDIT               ","19"
"1042","094","2011","REJECTED","REJECTED","205"
"1043","094","2011","UNMARKED","UNMARKED","57"
"1044","094","2011","DECLINED","DECLINED","24"
"1045","094","2011","VOTER_TURNOUT","VOTER_TURNOUT","46222"
"1046","094","2011","ELECTORS","ELECTORS","95466"
"1047","095","2011","CLARKE","FAMILY COALITION PARTY OF ONTARIO","143"
"1048","095","2011","JETHI","PROGRESSIVE CONSERVATIVE       ","3488"
"1049","095","2011","MERCER","THE ONLY PARTY","110"
"1050","095","2011","RECKER","ONTARIO LIBERTARIAN PARTY","440"
"1051","095","2011","RICHARDSON","CHRISTIAN CREDIT               ","75"
"1052","095","2011","STERLING","LIBERAL                        ","11369"
"1053","095","2011","TABUNS","NEW DEMOCRATIC                 ","20062"
"1054","095","2011","VERA","FREEDOM                        ","107"
"1055","095","2011","WHALLEY","GREEN                          ","1354"
"1056","095","2011","REJECTED","REJECTED","157"
"1057","095","2011","UNMARKED","UNMARKED","45"
"1058","095","2011","DECLINED","DECLINED","24"
"1059","095","2011","VOTER_TURNOUT","VOTER_TURNOUT","37374"
"1060","095","2011","ELECTORS","ELECTORS","75815"
"1061","096","2011","AHMED","NEW DEMOCRATIC                 ","139"
"1062","096","2011","FOGEL","SOCIALIST PARTY OF ONTARIO","117"
"1063","096","2011","GRANT","GREEN                          ","2415"
"1064","096","2011","MARCHESE","NEW DEMOCRATIC                 ","19870"
"1065","096","2011","OCRAN-CAESAR","PARTY FOR HUMAN RIGHTS IN ONTARIO","88"
"1066","096","2011","THOMSON","LIBERAL                        ","18731"
"1067","096","2011","URSOMARZO","FREEDOM                        ","126"
"1068","096","2011","YEN","PROGRESSIVE CONSERVATIVE       ","5420"
"1069","096","2011","REJECTED","REJECTED","112"
"1070","096","2011","UNMARKED","UNMARKED","65"
"1071","096","2011","DECLINED","DECLINED","28"
"1072","096","2011","VOTER_TURNOUT","VOTER_TURNOUT","47111"
"1073","096","2011","ELECTORS","ELECTORS","109565"
"1074","097","2011","DONOFRIO","NEW DEMOCRATIC                 ","5594"
"1075","097","2011","FABRIZIO","ONTARIO LIBERTARIAN PARTY","929"
"1076","097","2011","FRYE","GREEN                          ","694"
"1077","097","2011","GENCO","PROGRESSIVE CONSERVATIVE       ","15420"
"1078","097","2011","MARINO","ONTARIO PROVINCIAL CONFEDERATION OF REGIONS PARTY","169"
"1079","097","2011","NATALE","REFORM PARTY OF ONTARIO","218"
"1080","097","2011","QUATELA","INDEPENDENT","169"
"1081","097","2011","SORBARA","LIBERAL                        ","26174"
"1082","097","2011","REJECTED","REJECTED","308"
"1083","097","2011","UNMARKED","UNMARKED","87"
"1084","097","2011","DECLINED","DECLINED","11"
"1085","097","2011","VOTER_TURNOUT","VOTER_TURNOUT","49773"
"1086","097","2011","ELECTORS","ELECTORS","121154"
"1087","098","2011","CRIDLAND","GREEN                          ","1005"
"1088","098","2011","FORSTER","NEW DEMOCRATIC                 ","19527"
"1089","098","2011","HAMILTON","ONTARIO LIBERTARIAN PARTY","505"
"1090","098","2011","MERCIER","LIBERAL                        ","8638"
"1091","098","2011","URSINI","PROGRESSIVE CONSERVATIVE       ","14048"
"1092","098","2011","REJECTED","REJECTED","200"
"1093","098","2011","UNMARKED","UNMARKED","36"
"1094","098","2011","DECLINED","DECLINED","12"
"1095","098","2011","VOTER_TURNOUT","VOTER_TURNOUT","43971"
"1096","098","2011","ELECTORS","ELECTORS","85141"
"1097","099","2011","ARNOTT","PROGRESSIVE CONSERVATIVE       ","23495"
"1098","099","2011","DARTSCH","GREEN                          ","1309"
"1099","099","2011","HAMILTON","ONTARIO LIBERTARIAN PARTY","6106"
"1100","099","2011","JOHNSON","LIBERAL                        ","11334"
"1101","099","2011","REJECTED","REJECTED","70"
"1102","099","2011","UNMARKED","UNMARKED","44"
"1103","099","2011","DECLINED","DECLINED","23"
"1104","099","2011","VOTER_TURNOUT","VOTER_TURNOUT","42381"
"1105","099","2011","ELECTORS","ELECTORS","82926"
"1106","100","2011","ELLIOTT","PROGRESSIVE CONSERVATIVE       ","24499"
"1107","100","2011","GIBSON","GREEN                          ","1139"
"1108","100","2011","KING","PARTY FOR PEOPLE WITH SPECIAL NEEDS","211"
"1109","100","2011","ROY","LIBERAL                        ","16988"
"1110","100","2011","SADEM-THOMPSON","NEW DEMOCRATIC                 ","7865"
"1111","100","2011","THOM","FREEDOM                        ","160"
"1112","100","2011","REJECTED","REJECTED","105"
"1113","100","2011","UNMARKED","UNMARKED","25"
"1114","100","2011","DECLINED","DECLINED","24"
"1115","100","2011","VOTER_TURNOUT","VOTER_TURNOUT","51016"
"1116","100","2011","ELECTORS","ELECTORS","102672"
"1117","101","2011","AGOVINO","PROGRESSIVE CONSERVATIVE       ","14528"
"1118","101","2011","BROWN","LIBERAL                        ","5556"
"1119","101","2011","BROWN","LIBERAL                        ","5556"
"1120","101","2011","VETTESE","GREEN                          ","874"
"1121","101","2011","ZIMMER","LIBERAL                        ","21984"
"1122","101","2011","REJECTED","REJECTED","99"
"1123","101","2011","UNMARKED","UNMARKED","77"
"1124","101","2011","DECLINED","DECLINED","27"
"1125","101","2011","VOTER_TURNOUT","VOTER_TURNOUT","43442"
"1126","101","2011","ELECTORS","ELECTORS","95694"
"1127","102","2011","DE VERTEUIL","DE VERTEUIL","7751"
"1128","102","2011","DOMINATO","ONTARIO LIBERTARIAN PARTY","476"
"1129","102","2011","DUNCAN","GREEN                          ","15946"
"1130","102","2011","LEVESQUE","GREEN                          ","830"
"1131","102","2011","MCAVOY","NEW DEMOCRATIC                 ","12228"
"1132","102","2011","REJECTED","REJECTED","142"
"1133","102","2011","UNMARKED","UNMARKED","40"
"1134","102","2011","DECLINED","DECLINED","40"
"1135","102","2011","VOTER_TURNOUT","VOTER_TURNOUT","37453"
"1136","102","2011","ELECTORS","ELECTORS","83807"
"1137","103","2011","BRANCH","PROGRESSIVE CONSERVATIVE       ","8476"
"1138","103","2011","CHARIF","NEW DEMOCRATIC                 ","10544"
"1139","103","2011","DUROCHER","GREEN                          ","1051"
"1140","103","2011","PIRUZZA","LIBERAL                        ","14127"
"1141","103","2011","REJECTED","REJECTED","128"
"1142","103","2011","UNMARKED","UNMARKED","61"
"1143","103","2011","DECLINED","DECLINED","24"
"1144","103","2011","VOTER_TURNOUT","VOTER_TURNOUT","34411"
"1145","103","2011","ELECTORS","ELECTORS","82773"
"1146","104","2011","EPSTEIN","ONTARIO LIBERTARIAN PARTY","846"
"1147","104","2011","FAGAN","NEW DEMOCRATIC                 ","4579"
"1148","104","2011","KWINTER","LIBERAL                        ","14694"
"1149","104","2011","MOSTYN","PROGRESSIVE CONSERVATIVE       ","11506"
"1150","104","2011","PANCER","INDEPENDENT","127"
"1151","104","2011","SHEVYRYOV","GREEN                          ","535"
"1152","104","2011","TAL","FREEDOM                        ","108"
"1153","104","2011","REJECTED","REJECTED","216"
"1154","104","2011","UNMARKED","UNMARKED","91"
"1155","104","2011","DECLINED","DECLINED","18"
"1156","104","2011","VOTER_TURNOUT","VOTER_TURNOUT","32720"
"1157","104","2011","ELECTORS","ELECTORS","71531"
"1158","105","2011","HARRISON","FREEDOM                        ","201"
"1159","105","2011","HELMAN","GREEN                          ","1479"
"1160","105","2011","HODGINS","ONTARIO LIBERTARIAN PARTY","489"
"1161","105","2011","MUNRO","PROGRESSIVE CONSERVATIVE       ","20425"
"1162","105","2011","RESZLER","LIBERAL                        ","9496"
"1163","105","2011","TAY","NEW DEMOCRATIC                 ","6607"
"1164","105","2011","REJECTED","REJECTED","133"
"1165","105","2011","UNMARKED","UNMARKED","20"
"1166","105","2011","DECLINED","DECLINED","30"
"1167","105","2011","VOTER_TURNOUT","VOTER_TURNOUT","38880"
"1168","105","2011","ELECTORS","ELECTORS","90599"
"1169","106","2011","ALBANESE","LIBERAL                        ","13805"
"1170","106","2011","COMPTON","FREEDOM                        ","151"
"1171","106","2011","DANIEL","PROGRESSIVE CONSERVATIVE       ","3441"
"1172","106","2011","FERREIRA","NEW DEMOCRATIC                 ","13071"
"1173","106","2011","JARRETT","GREEN                          ","474"
"1174","106","2011","RADEJEWSKY","NO AFFILIATION","45"
"1175","106","2011","REJECTED","REJECTED","161"
"1176","106","2011","UNMARKED","UNMARKED","50"
"1177","106","2011","DECLINED","DECLINED","16"
"1178","106","2011","VOTER_TURNOUT","VOTER_TURNOUT","31214"
"1179","106","2011","ELECTORS","ELECTORS","69580"
"1180","107","2011","AITCHISON","INDEPENDENT","89"
"1181","107","2011","BAPTISTE","FREEDOM                        ","107"
"1182","107","2011","CORNELL","LIBERAL                        ","114"
"1183","107","2011","NATION","PROGRESSIVE CONSERVATIVE       ","2735"
"1184","107","2011","RAKOCEVIC","NEW DEMOCRATIC                 ","7901"
"1185","107","2011","RINI","GREEN                          ","287"
"1186","107","2011","SERGIO","LIBERAL                        ","11455"
"1187","107","2011","REJECTED","REJECTED","109"
"1188","107","2011","UNMARKED","UNMARKED","43"
"1189","107","2011","DECLINED","DECLINED","18"
"1190","107","2011","VOTER_TURNOUT","VOTER_TURNOUT","22858"
"1191","107","2011","ELECTORS","ELECTORS","58255"
